utt_id,label,audio_path,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_mean,rms_std,f0_mean,f0_std,f0_min,f0_max,f0_median,voiced_ratio,duration_seconds
DF_E_2000011,spoof,lab5/data/sample_audio/DF_E_2000011.flac,-258.12371334499784,151.73107084753298,68.65552771356371,69.93438469343172,-4.093069534831577,51.593717578718106,41.926962648497685,37.97738714182404,-12.91021989716424,29.472176166442146,0.7659339984258016,17.359656221060167,-32.1101893444856,24.794362037792773,-10.331691761811575,16.2304198589501,-5.077119295795758,16.39822728705653,-13.207697824637096,13.960724548404476,-4.823211134473483,10.016128131081258,-6.797740989592341,12.160886226491211,-1.51370371033748,10.058109846814776,2068.524451648273,1347.4683524108386,1614.6116966618392,467.56529607445873,3832.465277777778,1681.6760318617012,0.04172891614758151,0.06551057959067876,0.15869140625,0.15687297818053386,0.09802387455064389,0.0839630086372375,121.1915748753686,32.62905714503751,71.40393312300738,261.6817673197989,123.11463769083508,0.7777777777777778,1.4250625
DF_E_2000013,spoof,lab5/data/sample_audio/DF_E_2000013.flac,-183.57046872504213,107.21683452040782,75.23467919674326,40.01209070489354,-21.489162043688147,32.72507647550405,20.896694641164007,23.861239434132663,3.7136405348143677,16.709725659206324,-26.207673762707,21.202523819122636,-24.116118929487595,15.844727244948373,-16.334855404305966,14.393547446604783,-20.96857599216573,12.905758190744594,-11.676322204001407,10.977317983976869,-7.7502572010172175,10.929149821526025,-8.013510495741317,9.68215529086819,-3.597170265906669,6.38587476566893,1604.295202295812,731.8144262897324,1625.1096129153318,457.1103258919489,3125.997340425532,1500.446760178191,0.02742022841669089,0.06841350111162854,0.12195083942819149,0.08439535480660776,0.15105568021387258,0.08249055950022562,203.6987524967979,30.67150753661388,166.50388725220049,297.1913076616708,194.3636813284925,0.7978723404255319,3.0
DF_E_2000024,spoof,lab5/data/sample_audio/DF_E_2000024.flac,-249.61573274256818,143.03250572527887,58.33170598240222,50.22679241480471,3.9493079614841333,31.33515661012693,28.022826336197934,28.61833779664059,-4.419908902907776,16.32626678135014,-2.3045985936108284,14.13858506037105,-31.413967051748504,17.355867339695788,-4.236794895034725,10.5289313671278,-15.906113194712137,13.472002839902355,-0.3496569041478432,12.158702287170957,-11.947696922189099,11.844007972452575,-5.1952142629583005,10.70179205360984,-13.95888928185075,9.413410545905577,2296.261262239748,1165.101821902894,1863.5415437128956,438.3851330060514,4352.224576271186,1727.7051999193063,0.03853483570757385,0.049861645627888765,0.23164393538135594,0.12488670771086717,0.08141511691915723,0.061264517420431854,185.00955080285448,16.960249552765795,125.08584839220775,216.34370681342057,188.18941338256306,0.7966101694915254,1.856
DF_E_2000026,spoof,lab5/data/sample_audio/DF_E_2000026.flac,-259.92973462996946,149.75216460399022,63.998321175575256,49.03532224772182,-26.163681740001326,55.880037329309154,31.108368753105083,35.554769741338866,-39.47801841523058,28.832040321446303,-4.328082763700075,23.55870880923681,-23.83560728297759,15.310922148827638,-17.41031047733881,12.9435319331145,-8.253077615973769,16.13593441720741,-15.548809684092,13.549702841895161,-10.248288081538293,13.54986979739448,-5.108210913436388,10.629307288741403,-10.831934504611517,8.90172447193367,1767.4739877349523,995.0539670401207,1408.2345507107307,566.139138365284,3358.9549731182797,1660.2344188552245,0.07519710088515132,0.22929946331717313,0.1771410870295699,0.1293781521261915,0.11588383169235249,0.08258217128011157,237.633809628783,21.67985348070373,185.4917452038677,270.4047147872192,242.83180090495614,0.7956989247311828,2.944
DF_E_2000027,spoof,lab5/data/sample_audio/DF_E_2000027.flac,-287.07606648590604,144.6944156528902,90.70320811110028,64.49550283114925,-15.866628234669314,28.3092571453026,39.66637542187157,30.658410925618746,-10.925217207205497,20.333824790083224,-14.018189194848983,20.13906041836978,-10.53468400441994,20.26176837805088,-19.955500441082453,19.5582724205227,-19.123465101597674,15.467714711331892,0.34457514346656154,12.180371248494108,-9.257874697951948,12.348481348603942,6.282419637098151,7.426757514709442,-11.26851046742019,14.626814193193367,1612.0106042518667,825.944770273294,1574.147236716649,571.6315788443256,3496.2923728813557,1610.8003113977977,0.012764342959182953,0.022465804585024337,0.10008938029661017,0.10585706211776123,0.0788125826138485,0.06691151394262726,123.76814328482176,37.39661832662099,73.63765565962679,248.48726634567274,119.00355680048239,0.7966101694915254,1.856
DF_E_2000028,spoof,lab5/data/sample_audio/DF_E_2000028.flac,-222.45735955238342,140.77431115802278,95.67867391059796,63.190058761072734,-10.676699470107755,33.55534395512944,22.82395389676094,30.621856044442794,5.506507746875286,20.132885310628147,0.42308832953373593,16.15293110229886,-26.01618344585101,20.208664536141143,10.336377164969841,9.924761890424996,-27.883098781108856,21.201558046957814,9.209872075666985,15.865836756477465,-7.2533760232230025,9.207890341208838,-8.416314835349718,9.535268394322108,-3.381784596169988,7.241255508779286,1516.004825149868,1176.2332851700673,1401.6995129317293,452.578710420459,2780.4361979166665,1857.2005621302242,0.007300806392654143,0.013484395451640386,0.110870361328125,0.14656774585536284,0.14205620271044003,0.09181277203773411,138.05259125546283,22.0182364839746,97.55001218313092,173.38541972081677,137.13138624112827,0.7916666666666666,1.510125
DF_E_2000031,spoof,lab5/data/sample_audio/DF_E_2000031.flac,-170.26323537623628,71.44473758554365,94.25862276173652,67.42903517424821,-12.864213650848003,38.14023405658326,28.26392213588065,24.97919285449562,-5.884929806628126,18.433776677587126,-1.9609334075704534,15.628300068082341,-15.644900098760077,18.085882407680728,-32.92137754090289,13.824522553059838,-15.970604678417773,11.923083475823962,-10.40470486942758,12.533024629984643,-15.842777897068794,10.657268429271577,-10.811226183746724,7.7742000101019935,-15.809834503112956,8.282920974530708,1719.8737890640562,1211.4346398058922,1477.4055858114461,471.15902400484663,3159.740691489362,1752.8996865195832,0.03266092789860348,0.06206461737192657,0.15258269614361702,0.12877998084699407,0.12592766249175877,0.0661630407962245,120.33626977267008,7.270027088658355,109.88656259143117,159.58012620729704,118.3423168200275,0.7978723404255319,3.0
DF_E_2000032,spoof,lab5/data/sample_audio/DF_E_2000032.flac,-200.55192748536456,97.52234860849511,85.53325805765517,60.63774203106424,-17.02525162887066,33.64789291665758,4.702380567789078,26.047073671824833,-10.81882704857816,24.39644663203955,-0.4587999815319447,18.105541519717928,-34.39331593063284,15.63308016261843,-21.139656561169218,15.97851374627367,-20.294940470777295,12.23052792766091,-0.19391815808225185,10.659363469338826,-13.376221865891143,10.665396151007432,-8.807267747740163,8.256153332851268,1.50348272927581,6.957107457049731,1688.1971977207622,1148.4815883038896,1507.3098728994648,505.3141961462244,3066.655585106383,1898.4623656708097,0.03664086651019232,0.0701637478855634,0.13856279089095744,0.11128594953849327,0.12578014822793193,0.06667465645182229,227.09090102046534,40.62045467370073,65.35555583817,304.4732212061327,209.66537072472047,0.7978723404255319,3.0
DF_E_2000040,spoof,lab5/data/sample_audio/DF_E_2000040.flac,-269.53992746231404,147.49014602502638,124.95560364520296,72.42552994653649,-25.138335865862825,44.8314933758326,7.836062800059927,23.466021209150743,2.6703377286804484,14.468868997405117,-9.313559866966084,16.425952789800647,-7.265352004703055,14.28456336854714,-17.269403990278853,14.707101590942585,-18.384966905367502,12.406055904748088,-6.307063871558676,13.352006480310836,1.8691704698065494,10.074135155987017,-10.74505915223284,11.095316815942905,-15.922495666970597,8.74394699987144,1376.8255036004584,975.6550003665179,1260.8565963041806,602.2019117308528,2545.5452127659573,1839.9446417689555,0.023536704938955967,0.0510498300814601,0.10196766954787234,0.097357282098204,0.08138879989487481,0.06204952363104549,123.80451335869499,25.39714357399012,65.97313731636196,174.68820917236607,124.11016839061183,0.7978723404255319,3.0
DF_E_2000042,spoof,lab5/data/sample_audio/DF_E_2000042.flac,-220.13000967147502,102.26757428844365,113.65426469356456,44.56318502404772,-6.015537627516909,25.612751385574075,22.03966042209179,21.055263771121165,5.562425854675313,12.049436198860706,1.01315333503992,10.32761039009939,-29.3349273656594,14.732279128887196,-5.123924265675088,8.38743705000284,-25.073404830186924,9.620949307762983,-6.2664757088777865,9.169351102580437,-9.450278242534779,7.75384151043292,-10.99305421383457,5.919316809868962,-8.53444547031788,6.626074655534989,1189.2314282467441,685.686188087852,1404.5734800453915,415.3725735613164,2358.876329787234,1376.1370308733494,0.018804655707579977,0.059522027815263896,0.061300074800531915,0.06920081021397402,0.1080881345409038,0.05977566281484638,156.10671124275996,25.77257110379629,121.35002124511377,217.79273967037528,151.74205483229804,0.7872340425531915,3.0
DF_E_2000044,spoof,lab5/data/sample_audio/DF_E_2000044.flac,-252.3171730928643,159.0882659633202,81.05523500886075,75.05915921430774,-5.856431721947914,42.659549402052924,25.115861255069113,25.87840703140435,-5.144010039349628,18.034509692233804,-1.5732731389444927,15.441122432802576,-12.536627389317335,16.572872057143382,-11.970795088036116,14.536798565842725,-10.480528180335844,15.09657717224044,-8.231043925812077,15.440516566117518,-10.203585024143374,11.311891099330396,-4.020136671184107,7.528483228123181,-10.588712260300337,9.421651316468514,1795.5091926276536,1147.839008720976,1567.5646623844923,543.36496201666,3425.0545058139537,1858.9892122203325,0.03042593981664923,0.048616145636750686,0.14085210755813954,0.12995403511207448,0.07897605655950407,0.06325119009508966,106.2153556982729,25.051070466890245,84.60988185101805,222.11707745526377,104.38278049378917,0.7906976744186046,2.736
DF_E_2000048,spoof,lab5/data/sample_audio/DF_E_2000048.flac,-291.82325039115005,164.19062491196638,112.58156091423444,74.02657971594861,-24.845016705092565,45.358676386603534,8.334245007525208,21.329778056796346,-0.4157900996105645,16.10689045676909,-9.729728073202153,19.499374866279368,-3.0052852073023395,16.363792120127176,-14.22414757455549,16.927975481873293,-11.631004205314062,13.677528133211776,3.130904547950273,11.358213817812013,4.870771664845687,9.386979029263017,-9.160190526836661,8.652607837640813,-10.450995056859908,9.610747828156368,1548.3455131638061,864.5803556405531,1439.4203205968106,657.1906821384487,3022.2614247311826,1860.1950879637498,0.03196038961972571,0.05626993000728333,0.0949313256048387,0.06793364676070618,0.07822317252328659,0.07156268671761237,112.93393847032584,37.83447793778043,81.66546223591945,330.65982369685156,106.09549400370258,0.7956989247311828,2.944
